Return_ID,Return Type,Return Creation Date,Return Closed Date,Customer ID,SR ID,Product ID,R Order ID,Return Status,Return Value ($),Cost ($)
RET-50870,Customer Dissatisfaction,2025-07-08,2025-06-12,CUST-10784,SR-82277,PROD-11321,ORD-40245,Approved,1192,3833
RET-50871,Wrong Item,2025-01-10,2025-08-22,CUST-10584,SR-84894,PROD-11864,ORD-44575,Open,558,1744
RET-50872,Customer Dissatisfaction,2025-01-08,2025-01-19,CUST-10337,SR-84863,PROD-11503,ORD-42580,Closed,2285,3856
RET-50873,Warranty Claim,2025-01-15,2025-03-30,CUST-10003,SR-82015,PROD-11524,ORD-43136,Open,2156,2230
RET-50874,Customer Dissatisfaction,2025-02-26,2025-03-23,CUST-10467,SR-82918,PROD-11836,ORD-40185,Closed,2463,3966
RET-50875,Damaged,2025-02-26,2025-01-12,CUST-10116,SR-84090,PROD-11611,ORD-43270,Open,759,3315
RET-50876,Wrong Item,2025-06-18,2025-01-03,CUST-10991,SR-83477,PROD-11870,ORD-44156,Open,352,2422
RET-50877,Customer Dissatisfaction,2025-04-04,2025-04-12,CUST-10396,SR-82316,PROD-11081,ORD-42856,Rejected,4790,2330
RET-50878,Damaged,2025-04-23,2025-01-06,CUST-10480,SR-84414,PROD-11023,ORD-41328,Approved,1544,3333
RET-50879,Damaged,2025-08-20,2025-04-15,CUST-10636,SR-80010,PROD-11228,ORD-44567,Rejected,1751,271
RET-50880,Customer Dissatisfaction,2025-03-19,2025-01-20,CUST-10771,SR-82161,PROD-11045,ORD-41173,Closed,2841,2175
RET-50881,Warranty Claim,2025-08-15,2025-03-10,CUST-10809,SR-81146,PROD-11661,ORD-42866,Open,4111,3922
RET-50882,Defective,2025-01-05,2025-05-23,CUST-10995,SR-81264,PROD-11867,ORD-42299,Closed,4621,2801
RET-50883,Customer Dissatisfaction,2025-04-05,2025-07-13,CUST-10650,SR-83254,PROD-11979,ORD-41014,Open,4453,1569
RET-50884,Warranty Claim,2025-01-18,2025-03-01,CUST-10170,SR-83204,PROD-11281,ORD-43912,Closed,227,1938
RET-50885,Customer Dissatisfaction,2025-07-16,2025-08-29,CUST-10334,SR-80786,PROD-11904,ORD-42955,Closed,1203,1883
RET-50886,Wrong Item,2025-05-06,2025-05-28,CUST-10663,SR-80610,PROD-11689,ORD-42108,In Progress,1632,2745
RET-50887,Customer Dissatisfaction,2025-07-09,2025-02-19,CUST-10424,SR-83115,PROD-11617,ORD-42099,In Progress,2818,193
RET-50888,Warranty Claim,2025-05-21,2025-01-15,CUST-10461,SR-80343,PROD-11807,ORD-42904,Open,3094,3254
RET-50889,Defective,2025-08-25,2025-01-13,CUST-10838,SR-83744,PROD-11864,ORD-44415,In Progress,3479,2754
RET-50890,Damaged,2025-04-04,2025-03-26,CUST-10244,SR-80957,PROD-11732,ORD-41222,Approved,3012,3168
RET-50891,Warranty Claim,2025-02-18,2025-01-25,CUST-10636,SR-84888,PROD-11138,ORD-43274,In Progress,2044,3305
RET-50892,Damaged,2025-03-05,2025-02-07,CUST-10467,SR-83886,PROD-11229,ORD-42852,Approved,1266,451
RET-50893,Damaged,2025-04-28,2025-03-22,CUST-10997,SR-84489,PROD-11634,ORD-43268,Closed,4239,1271
RET-50894,Wrong Item,2025-03-08,2025-05-09,CUST-10971,SR-81584,PROD-11983,ORD-42373,In Progress,2176,3177
RET-50895,Warranty Claim,2025-01-01,2025-01-06,CUST-10351,SR-82359,PROD-11942,ORD-44368,Closed,2834,1961
RET-50896,Wrong Item,2025-03-08,2025-08-21,CUST-10942,SR-84047,PROD-11201,ORD-43137,Closed,4880,275
RET-50897,Warranty Claim,2025-08-22,2025-05-08,CUST-10224,SR-80856,PROD-11269,ORD-43185,Open,1438,2865
RET-50898,Damaged,2025-02-03,2025-04-03,CUST-10864,SR-80446,PROD-11807,ORD-40725,Open,4476,387
RET-50899,Warranty Claim,2025-08-29,2025-05-11,CUST-10481,SR-84030,PROD-11543,ORD-40710,Open,2372,3155
RET-50900,Defective,2025-02-09,2025-06-03,CUST-10839,SR-82471,PROD-11266,ORD-44896,Closed,3634,1345
RET-50901,Defective,2025-07-06,2025-04-23,CUST-10170,SR-80406,PROD-11499,ORD-42150,Approved,4800,2102
RET-50902,Wrong Item,2025-05-28,2025-07-31,CUST-10745,SR-80285,PROD-11291,ORD-41368,Approved,3467,1462
RET-50903,Warranty Claim,2025-07-01,2025-01-04,CUST-10387,SR-80346,PROD-11013,ORD-42567,Open,4672,3400
RET-50904,Warranty Claim,2025-07-14,2025-07-18,CUST-10993,SR-81062,PROD-11862,ORD-44702,Rejected,208,3815
RET-50905,Wrong Item,2025-04-26,2025-06-13,CUST-10524,SR-81972,PROD-11643,ORD-43778,Approved,461,368
RET-50906,Warranty Claim,2025-01-04,2025-04-25,CUST-10737,SR-83989,PROD-11113,ORD-43128,Rejected,3261,2303
RET-50907,Wrong Item,2025-02-17,2025-07-09,CUST-10090,SR-84021,PROD-11838,ORD-44505,Closed,3030,1981
RET-50908,Customer Dissatisfaction,2025-01-24,2025-05-15,CUST-10368,SR-82563,PROD-11885,ORD-40757,Approved,216,2306
RET-50909,Wrong Item,2025-03-02,2025-06-20,CUST-10441,SR-80969,PROD-11908,ORD-43434,Open,4249,1919
RET-50910,Damaged,2025-05-17,2025-04-06,CUST-10657,SR-84659,PROD-11489,ORD-41451,Closed,2249,2889
RET-50911,Wrong Item,2025-02-18,2025-03-14,CUST-10749,SR-81527,PROD-11464,ORD-41403,Closed,4476,297
RET-50912,Damaged,2025-03-02,2025-04-19,CUST-10310,SR-80874,PROD-11323,ORD-40101,Closed,4090,3384
RET-50913,Wrong Item,2025-03-15,2025-08-19,CUST-10295,SR-84389,PROD-11805,ORD-42123,Rejected,2108,3315
RET-50914,Defective,2025-05-27,2025-01-16,CUST-10779,SR-81230,PROD-11559,ORD-42368,Approved,2990,3416
RET-50915,Wrong Item,2025-05-30,2025-08-01,CUST-10211,SR-81707,PROD-11657,ORD-42402,Approved,3901,1433
RET-50916,Warranty Claim,2025-01-03,2025-03-17,CUST-10708,SR-84480,PROD-11412,ORD-41944,In Progress,2585,705
RET-50917,Customer Dissatisfaction,2025-08-13,2025-03-28,CUST-10887,SR-82013,PROD-11822,ORD-41458,Rejected,4207,1505
RET-50918,Customer Dissatisfaction,2025-01-17,2025-08-30,CUST-10766,SR-82514,PROD-11863,ORD-42739,Closed,394,2030
RET-50919,Warranty Claim,2025-06-28,2025-04-03,CUST-10285,SR-83358,PROD-11977,ORD-42095,In Progress,2060,3178
RET-50920,Damaged,2025-01-23,2025-05-24,CUST-10652,SR-83578,PROD-11053,ORD-40761,Rejected,2264,2138
RET-50921,Wrong Item,2025-05-24,2025-03-30,CUST-10865,SR-84333,PROD-11687,ORD-42385,In Progress,1159,1345
RET-50922,Defective,2025-08-23,2025-07-20,CUST-10234,SR-80449,PROD-11274,ORD-41044,Rejected,2134,1742
RET-50923,Defective,2025-06-26,2025-06-18,CUST-10594,SR-82348,PROD-11248,ORD-42880,Rejected,1557,2671
RET-50924,Defective,2025-01-09,2025-06-23,CUST-10176,SR-81016,PROD-11470,ORD-40616,Rejected,1745,2620
RET-50925,Damaged,2025-02-27,2025-06-21,CUST-10072,SR-84396,PROD-11922,ORD-44374,Open,190,2580
RET-50926,Wrong Item,2025-01-22,2025-05-09,CUST-10263,SR-84846,PROD-11647,ORD-44801,Closed,3987,3104
RET-50927,Customer Dissatisfaction,2025-04-29,2025-02-04,CUST-10308,SR-81740,PROD-11943,ORD-41826,Open,4833,103
RET-50928,Customer Dissatisfaction,2025-07-21,2025-06-02,CUST-10364,SR-83623,PROD-11876,ORD-40595,Closed,1265,1923
RET-50929,Customer Dissatisfaction,2025-03-01,2025-06-29,CUST-10830,SR-80499,PROD-11303,ORD-40367,Rejected,2533,2494
RET-50930,Defective,2025-02-07,2025-08-03,CUST-10237,SR-84071,PROD-11675,ORD-44395,Open,3375,453
RET-50931,Wrong Item,2025-02-02,2025-06-30,CUST-10121,SR-81144,PROD-11853,ORD-41759,In Progress,2869,3179
RET-50932,Damaged,2025-04-02,2025-02-17,CUST-10904,SR-84424,PROD-11744,ORD-40665,In Progress,2130,457
RET-50933,Warranty Claim,2025-03-07,2025-03-18,CUST-10742,SR-83343,PROD-11424,ORD-44561,Open,3408,3402
RET-50934,Wrong Item,2025-03-15,2025-01-14,CUST-10647,SR-84316,PROD-11457,ORD-41844,In Progress,2911,831
RET-50935,Warranty Claim,2025-03-21,2025-06-14,CUST-10948,SR-83241,PROD-11873,ORD-42496,Closed,3946,3538
RET-50936,Warranty Claim,2025-05-11,2025-08-01,CUST-10260,SR-84819,PROD-12000,ORD-41595,Approved,1519,762
RET-50937,Wrong Item,2025-02-14,2025-08-04,CUST-10060,SR-84351,PROD-11272,ORD-43277,In Progress,3943,2749
RET-50938,Customer Dissatisfaction,2025-06-10,2025-05-01,CUST-10499,SR-84284,PROD-11043,ORD-43179,In Progress,1624,1767
RET-50939,Warranty Claim,2025-08-30,2025-04-13,CUST-10668,SR-84391,PROD-11253,ORD-41180,Open,4471,2656
RET-50940,Warranty Claim,2025-07-20,2025-05-19,CUST-10920,SR-80453,PROD-11355,ORD-42833,Open,1332,3983
RET-50941,Defective,2025-03-05,2025-03-12,CUST-10606,SR-80029,PROD-11301,ORD-41381,Approved,3596,2665
RET-50942,Wrong Item,2025-06-13,2025-02-22,CUST-10335,SR-80191,PROD-11725,ORD-40286,Closed,3704,619
RET-50943,Defective,2025-03-07,2025-08-17,CUST-10717,SR-80741,PROD-11605,ORD-44509,Closed,4800,667
RET-50944,Warranty Claim,2025-07-12,2025-05-28,CUST-10025,SR-81934,PROD-11003,ORD-40096,Rejected,2758,1853
RET-50945,Damaged,2025-02-14,2025-02-20,CUST-10068,SR-81963,PROD-11196,ORD-42885,In Progress,325,1942
RET-50946,Defective,2025-04-24,2025-05-16,CUST-10301,SR-83152,PROD-11811,ORD-42212,Open,1669,1999
RET-50947,Defective,2025-04-17,2025-07-25,CUST-10292,SR-83424,PROD-11913,ORD-44000,In Progress,4787,2272
RET-50948,Defective,2025-03-31,2025-05-13,CUST-10006,SR-82778,PROD-11008,ORD-43751,Closed,3806,478
RET-50949,Defective,2025-05-01,2025-01-17,CUST-10333,SR-84403,PROD-11930,ORD-41164,In Progress,3587,1100
RET-50950,Defective,2025-01-19,2025-01-06,CUST-10756,SR-84915,PROD-11626,ORD-44198,Approved,3276,2931
RET-50951,Defective,2025-01-25,2025-07-02,CUST-10890,SR-82109,PROD-11024,ORD-44207,Open,4731,1318
RET-50952,Customer Dissatisfaction,2025-04-21,2025-04-18,CUST-10656,SR-82687,PROD-11694,ORD-42621,Open,1434,545
RET-50953,Customer Dissatisfaction,2025-01-05,2025-07-25,CUST-10488,SR-80487,PROD-11816,ORD-40893,Closed,4865,66
RET-50954,Wrong Item,2025-05-25,2025-03-20,CUST-10180,SR-81967,PROD-11480,ORD-43988,Open,3012,3482
RET-50955,Defective,2025-03-12,2025-06-30,CUST-10569,SR-83467,PROD-11641,ORD-40312,Open,4423,2315
RET-50956,Defective,2025-02-17,2025-01-15,CUST-10109,SR-83751,PROD-11032,ORD-41430,In Progress,2198,1521
RET-50957,Customer Dissatisfaction,2025-03-12,2025-02-14,CUST-10775,SR-81764,PROD-11199,ORD-41448,Closed,3278,1256
RET-50958,Wrong Item,2025-04-08,2025-04-06,CUST-10075,SR-82054,PROD-11468,ORD-40541,Rejected,3636,2262
RET-50959,Damaged,2025-06-12,2025-07-21,CUST-10004,SR-83356,PROD-11660,ORD-43376,Open,1506,2898
RET-50960,Damaged,2025-04-22,2025-01-02,CUST-10841,SR-83567,PROD-11558,ORD-43857,Open,2250,3268
RET-50961,Wrong Item,2025-08-21,2025-03-23,CUST-10895,SR-83723,PROD-11496,ORD-44252,In Progress,536,3768
RET-50962,Warranty Claim,2025-06-05,2025-03-29,CUST-10307,SR-84085,PROD-11492,ORD-41994,Open,4856,1751
RET-50963,Warranty Claim,2025-01-24,2025-08-17,CUST-10399,SR-82092,PROD-11192,ORD-44127,Open,4876,2279
RET-50964,Customer Dissatisfaction,2025-05-25,2025-03-07,CUST-10252,SR-83698,PROD-11746,ORD-41126,Rejected,3301,79
RET-50965,Warranty Claim,2025-03-20,2025-02-22,CUST-10963,SR-82056,PROD-11288,ORD-41079,Open,549,1532
RET-50966,Damaged,2025-08-23,2025-08-04,CUST-10816,SR-81496,PROD-11341,ORD-44306,In Progress,2808,689
RET-50967,Warranty Claim,2025-02-26,2025-04-19,CUST-10116,SR-81998,PROD-11871,ORD-41896,Open,431,3399
RET-50968,Damaged,2025-02-25,2025-01-11,CUST-10579,SR-80151,PROD-11319,ORD-40767,Rejected,3622,2491
RET-50969,Defective,2025-04-08,2025-06-15,CUST-10103,SR-82805,PROD-11030,ORD-44544,Rejected,671,3164
RET-50970,Defective,2025-08-02,2025-03-01,CUST-10255,SR-83785,PROD-11966,ORD-44541,Closed,4929,480
RET-50971,Damaged,2025-01-24,2025-03-04,CUST-10085,SR-80952,PROD-11139,ORD-40298,Approved,3631,2699
RET-50972,Warranty Claim,2025-01-02,2025-02-03,CUST-10489,SR-81671,PROD-11887,ORD-40663,In Progress,3794,277
RET-50973,Customer Dissatisfaction,2025-06-03,2025-01-14,CUST-10893,SR-81097,PROD-11589,ORD-41501,In Progress,2696,2936
RET-50974,Warranty Claim,2025-04-11,2025-02-28,CUST-10879,SR-83793,PROD-11884,ORD-43080,Approved,4199,3385
RET-50975,Wrong Item,2025-04-15,2025-06-07,CUST-10227,SR-83082,PROD-11248,ORD-43077,Open,4705,350
RET-50976,Damaged,2025-01-26,2025-07-03,CUST-10280,SR-83453,PROD-11152,ORD-43898,In Progress,2810,3703
RET-50977,Wrong Item,2025-05-27,2025-08-22,CUST-10169,SR-81906,PROD-11702,ORD-40718,Closed,2744,2687
RET-50978,Damaged,2025-02-23,2025-06-08,CUST-10681,SR-83444,PROD-11544,ORD-44303,Open,4862,1434
RET-50979,Warranty Claim,2025-08-16,2025-08-22,CUST-10647,SR-84993,PROD-11663,ORD-43235,Approved,1036,3851
RET-50980,Wrong Item,2025-04-28,2025-07-15,CUST-10299,SR-83193,PROD-11044,ORD-42651,Rejected,4121,1549
RET-50981,Wrong Item,2025-04-15,2025-06-25,CUST-10092,SR-82596,PROD-11570,ORD-42608,Rejected,1862,1158
RET-50982,Damaged,2025-08-27,2025-06-30,CUST-10699,SR-80359,PROD-11487,ORD-44137,Approved,4403,2682
RET-50983,Customer Dissatisfaction,2025-01-07,2025-01-11,CUST-10373,SR-83739,PROD-11760,ORD-42411,Rejected,4051,1808
RET-50984,Warranty Claim,2025-05-01,2025-03-23,CUST-10768,SR-82272,PROD-11633,ORD-44779,Open,2139,125
RET-50985,Warranty Claim,2025-03-27,2025-01-20,CUST-10663,SR-84003,PROD-11025,ORD-42645,In Progress,176,996
RET-50986,Wrong Item,2025-03-31,2025-03-17,CUST-10212,SR-82377,PROD-11463,ORD-43561,Approved,1216,350
RET-50987,Warranty Claim,2025-03-13,2025-01-01,CUST-10719,SR-84891,PROD-11391,ORD-44854,In Progress,2125,1612
RET-50988,Damaged,2025-01-31,2025-06-13,CUST-10833,SR-84487,PROD-11720,ORD-42111,Closed,1681,2318
RET-50989,Defective,2025-02-16,2025-05-19,CUST-10002,SR-83587,PROD-11943,ORD-41273,Open,1576,615
RET-50990,Damaged,2025-07-14,2025-05-05,CUST-10322,SR-81078,PROD-11454,ORD-42290,Approved,2217,1382
RET-50991,Damaged,2025-02-03,2025-06-14,CUST-10919,SR-81189,PROD-11198,ORD-42295,In Progress,4076,2582
RET-50992,Defective,2025-03-16,2025-01-23,CUST-10015,SR-83370,PROD-11576,ORD-42933,Open,4713,1778
RET-50993,Customer Dissatisfaction,2025-02-17,2025-06-26,CUST-10587,SR-83364,PROD-11311,ORD-41768,Approved,311,1724
RET-50994,Damaged,2025-02-08,2025-02-22,CUST-10846,SR-84834,PROD-11638,ORD-41150,Closed,144,2632
RET-50995,Customer Dissatisfaction,2025-08-25,2025-04-18,CUST-10176,SR-82388,PROD-11043,ORD-42042,Open,4233,244
RET-50996,Defective,2025-05-20,2025-07-19,CUST-10557,SR-84631,PROD-11071,ORD-41387,Rejected,3166,569
RET-50997,Damaged,2025-01-10,2025-01-07,CUST-10224,SR-84731,PROD-11832,ORD-42939,Closed,3146,935
RET-50998,Customer Dissatisfaction,2025-04-21,2025-07-21,CUST-10001,SR-81919,PROD-11589,ORD-43678,In Progress,295,1401
RET-50999,Wrong Item,2025-02-03,2025-03-14,CUST-10674,SR-82482,PROD-11160,ORD-44100,Approved,2473,2017
RET-51000,Customer Dissatisfaction,2025-07-13,2025-01-27,CUST-10496,SR-83529,PROD-11815,ORD-44874,Rejected,4057,3920
