Product Name,Product Desc Short,Product Desc Long,Product Family,SKU ID,Technology Group,Product ID
Insight360,High-speed analytics engine,Insight platform for ML-driven automation,AI Solutions,SKU-9955,Cloud,PROD-11099
Insight360,Cloud storage device,Insight platform for ML-driven automation,Networking,SKU-9956,AI/ML,PROD-11264
CloudEdge,AI-powered insights tool,A scalable data platform optimized for real-time analytics and AI workloads,Analytics,SKU-9957,AI/ML,PROD-11774
DataSphere,Cloud storage device,A scalable data platform optimized for real-time analytics and AI workloads,Analytics,SKU-9958,Cybersecurity,PROD-11275
CoreAnalytics,High-speed analytics engine,"Secure, high-throughput edge networking device",Networking,SKU-9959,Cloud,PROD-11471
NetConnect,AI-powered insights tool,Insight platform for ML-driven automation,Security,SKU-9960,Cybersecurity,PROD-11807
CloudEdge,AI-powered insights tool,"Secure, high-throughput edge networking device",Storage,SKU-9961,Edge,PROD-11286
CoreAnalytics,AI-powered insights tool,"Secure, high-throughput edge networking device",Networking,SKU-9962,AI/ML,PROD-11665
CoreAnalytics,AI-powered insights tool,"Secure, high-throughput edge networking device",AI Solutions,SKU-9963,Cloud,PROD-11203
CloudEdge,AI-powered insights tool,"Secure, high-throughput edge networking device",Networking,SKU-9964,Data Platforms,PROD-11435
DataSphere,AI-powered insights tool,Insight platform for ML-driven automation,Security,SKU-9965,AI/ML,PROD-11716
DataSphere,High-speed analytics engine,Insight platform for ML-driven automation,Networking,SKU-9966,Cybersecurity,PROD-11742
NetConnect,AI-powered insights tool,Insight platform for ML-driven automation,Networking,SKU-9967,Edge,PROD-11213
CloudEdge,Cloud storage device,A scalable data platform optimized for real-time analytics and AI workloads,Analytics,SKU-9968,Cybersecurity,PROD-11658
CloudEdge,AI-powered insights tool,A scalable data platform optimized for real-time analytics and AI workloads,Networking,SKU-9969,Cloud,PROD-11443
DataSphere,High-speed analytics engine,Insight platform for ML-driven automation,Storage,SKU-9970,AI/ML,PROD-11759
DataSphere,Cloud storage device,A scalable data platform optimized for real-time analytics and AI workloads,Networking,SKU-9971,Edge,PROD-11683
Insight360,AI-powered insights tool,"Secure, high-throughput edge networking device",Security,SKU-9972,Data Platforms,PROD-11811
DataSphere,High-speed analytics engine,"Secure, high-throughput edge networking device",Storage,SKU-9973,Data Platforms,PROD-11547
CoreAnalytics,AI-powered insights tool,A scalable data platform optimized for real-time analytics and AI workloads,Networking,SKU-9974,Cybersecurity,PROD-11632
CoreAnalytics,Cloud storage device,"Secure, high-throughput edge networking device",Security,SKU-9975,AI/ML,PROD-11480
NetConnect,Cloud storage device,A scalable data platform optimized for real-time analytics and AI workloads,Storage,SKU-9976,AI/ML,PROD-11203
Insight360,High-speed analytics engine,Insight platform for ML-driven automation,Networking,SKU-9977,Cloud,PROD-11709
DataSphere,Cloud storage device,A scalable data platform optimized for real-time analytics and AI workloads,Analytics,SKU-9978,Data Platforms,PROD-11369
NetConnect,High-speed analytics engine,"Secure, high-throughput edge networking device",AI Solutions,SKU-9979,Data Platforms,PROD-11690
DataSphere,Cloud storage device,"Secure, high-throughput edge networking device",Security,SKU-9980,Cloud,PROD-11771
CoreAnalytics,Cloud storage device,Insight platform for ML-driven automation,Analytics,SKU-9981,Cloud,PROD-11888
NetConnect,AI-powered insights tool,A scalable data platform optimized for real-time analytics and AI workloads,Storage,SKU-9982,Cybersecurity,PROD-11956
NetConnect,High-speed analytics engine,Insight platform for ML-driven automation,AI Solutions,SKU-9983,Edge,PROD-11861
DataSphere,Cloud storage device,Insight platform for ML-driven automation,Storage,SKU-9984,Cloud,PROD-11263
CloudEdge,High-speed analytics engine,A scalable data platform optimized for real-time analytics and AI workloads,Storage,SKU-9985,Cybersecurity,PROD-11021
CoreAnalytics,AI-powered insights tool,Insight platform for ML-driven automation,Analytics,SKU-9986,Cloud,PROD-11173
Insight360,Cloud storage device,A scalable data platform optimized for real-time analytics and AI workloads,Analytics,SKU-9987,Cybersecurity,PROD-11985
CoreAnalytics,Cloud storage device,A scalable data platform optimized for real-time analytics and AI workloads,Networking,SKU-9988,Data Platforms,PROD-11675
DataSphere,Cloud storage device,"Secure, high-throughput edge networking device",Storage,SKU-9989,Cybersecurity,PROD-11587
NetConnect,Cloud storage device,Insight platform for ML-driven automation,Security,SKU-9990,Cloud,PROD-11441
DataSphere,Cloud storage device,"Secure, high-throughput edge networking device",AI Solutions,SKU-9991,Cybersecurity,PROD-11638
DataSphere,High-speed analytics engine,A scalable data platform optimized for real-time analytics and AI workloads,Security,SKU-9992,AI/ML,PROD-11323
Insight360,High-speed analytics engine,Insight platform for ML-driven automation,AI Solutions,SKU-9993,AI/ML,PROD-11108
DataSphere,High-speed analytics engine,Insight platform for ML-driven automation,AI Solutions,SKU-9994,Cloud,PROD-11944
CloudEdge,High-speed analytics engine,"Secure, high-throughput edge networking device",Security,SKU-9995,AI/ML,PROD-11669
DataSphere,High-speed analytics engine,"Secure, high-throughput edge networking device",Networking,SKU-9996,Data Platforms,PROD-11716
Insight360,Cloud storage device,"Secure, high-throughput edge networking device",Analytics,SKU-9997,Data Platforms,PROD-11574
Insight360,Cloud storage device,A scalable data platform optimized for real-time analytics and AI workloads,Storage,SKU-9998,Cloud,PROD-11789
DataSphere,Cloud storage device,"Secure, high-throughput edge networking device",Networking,SKU-9999,Cybersecurity,PROD-11609
DataSphere,High-speed analytics engine,Insight platform for ML-driven automation,Security,SKU-10000,Edge,PROD-11889
